work_id,signal_id,dimension,severity,points,observed_value,threshold,evidence_summary
WS/MP18011/2024-2025/173487,LIFE_PROLONGED_STAGNATION,lifecycle_execution,Moderate,30,491 days,> 445 days since last expenditure,No expenditure transactions recorded for 491 days (P90 delay threshold) on an uncompleted project.
WS/MP18011/2024-2025/173487,DQ_MISSING_REC_SERIES,data_quality,Low,15,AP Catalog Uncoupling,State-level recommendation series unmapped,Recommended sheet Work_ID series does not map to sanctioned master series in source workbook; recommendation dates unlinked.
WS/MP18011/2025-2026/194378,DQ_MISSING_REC_SERIES,data_quality,Low,15,AP Catalog Uncoupling,State-level recommendation series unmapped,Recommended sheet Work_ID series does not map to sanctioned master series in source workbook; recommendation dates unlinked.
WS/MP18011/2024-2025/173515,LIFE_PROLONGED_STAGNATION,lifecycle_execution,Moderate,30,491 days,> 445 days since last expenditure,No expenditure transactions recorded for 491 days (P90 delay threshold) on an uncompleted project.
WS/MP18011/2024-2025/173515,DQ_MISSING_REC_SERIES,data_quality,Low,15,AP Catalog Uncoupling,State-level recommendation series unmapped,Recommended sheet Work_ID series does not map to sanctioned master series in source workbook; recommendation dates unlinked.
WS/MP18014/2025-2026/224241,DQ_MISSING_REC_SERIES,data_quality,Low,15,AP Catalog Uncoupling,State-level recommendation series unmapped,Recommended sheet Work_ID series does not map to sanctioned master series in source workbook; recommendation dates unlinked.
WS/MP18014/2024-2025/167510,DQ_MISSING_REC_SERIES,data_quality,Low,15,AP Catalog Uncoupling,State-level recommendation series unmapped,Recommended sheet Work_ID series does not map to sanctioned master series in source workbook; recommendation dates unlinked.
WS/MP18014/2025-2026/240943,DQ_MISSING_REC_SERIES,data_quality,Low,15,AP Catalog Uncoupling,State-level recommendation series unmapped,Recommended sheet Work_ID series does not map to sanctioned master series in source workbook; recommendation dates unlinked.
WS/MP18014/2025-2026/240900,DQ_MISSING_REC_SERIES,data_quality,Low,15,AP Catalog Uncoupling,State-level recommendation series unmapped,Recommended sheet Work_ID series does not map to sanctioned master series in source workbook; recommendation dates unlinked.
WS/MP18014/2026-2027/276763,DQ_MISSING_REC_SERIES,data_quality,Low,15,AP Catalog Uncoupling,State-level recommendation series unmapped,Recommended sheet Work_ID series does not map to sanctioned master series in source workbook; recommendation dates unlinked.
WS/MP18014/2024-2025/167455,LIFE_PROLONGED_STAGNATION,lifecycle_execution,Moderate,30,464 days,> 445 days since last expenditure,No expenditure transactions recorded for 464 days (P90 delay threshold) on an uncompleted project.
WS/MP18014/2024-2025/167455,DQ_MISSING_REC_SERIES,data_quality,Low,15,AP Catalog Uncoupling,State-level recommendation series unmapped,Recommended sheet Work_ID series does not map to sanctioned master series in source workbook; recommendation dates unlinked.
WS/MP18014/2025-2026/240942,DQ_MISSING_REC_SERIES,data_quality,Low,15,AP Catalog Uncoupling,State-level recommendation series unmapped,Recommended sheet Work_ID series does not map to sanctioned master series in source workbook; recommendation dates unlinked.
WS/MP18014/2025-2026/240964,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 499887.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹499,887.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18014/2025-2026/240964,DQ_MISSING_REC_SERIES,data_quality,Low,15,AP Catalog Uncoupling,State-level recommendation series unmapped,Recommended sheet Work_ID series does not map to sanctioned master series in source workbook; recommendation dates unlinked.
WS/MP18004/2026-2027/212577,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 382493.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹382,493.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18004/2026-2027/212577,DQ_MISSING_REC_SERIES,data_quality,Low,15,AP Catalog Uncoupling,State-level recommendation series unmapped,Recommended sheet Work_ID series does not map to sanctioned master series in source workbook; recommendation dates unlinked.
WS/MP18004/2025-2026/256319,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 1198268.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹1,198,268.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18004/2025-2026/256319,DQ_MISSING_REC_SERIES,data_quality,Low,15,AP Catalog Uncoupling,State-level recommendation series unmapped,Recommended sheet Work_ID series does not map to sanctioned master series in source workbook; recommendation dates unlinked.
WS/MP18004/2026-2027/277106,TX_EARLY_STAGE_HIGH_EXP,transaction_pattern,Moderate,30,100.0% spent during 'Vendor Identification',>= 75% expenditure in preliminary status,"100.0% of sanctioned budget is represented by expenditure transactions (₹399,989.00) while project status remains officially in 'Vendor Identification'."
WS/MP18004/2026-2027/277106,LIFE_STATUS_DISCONNECT,lifecycle_execution,Moderate,25,"Status: Vendor Identification, Exp: 100.0%",Substantial financial execution prior to execution milestone,Complete or near-complete financial disbursement precedes formal physical execution milestones (Status: 'Vendor Identification').
WS/MP18004/2026-2027/277106,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 399989.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹399,989.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18004/2026-2027/277106,DQ_MISSING_REC_SERIES,data_quality,Low,15,AP Catalog Uncoupling,State-level recommendation series unmapped,Recommended sheet Work_ID series does not map to sanctioned master series in source workbook; recommendation dates unlinked.
WS/MP18004/2025-2026/221036,DQ_MISSING_REC_SERIES,data_quality,Low,15,AP Catalog Uncoupling,State-level recommendation series unmapped,Recommended sheet Work_ID series does not map to sanctioned master series in source workbook; recommendation dates unlinked.
WS/MP18004/2026-2027/283494,DQ_MISSING_REC_SERIES,data_quality,Low,15,AP Catalog Uncoupling,State-level recommendation series unmapped,Recommended sheet Work_ID series does not map to sanctioned master series in source workbook; recommendation dates unlinked.
WS/MP18004/2026-2027/265291,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 493811.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹493,811.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18004/2026-2027/265291,DQ_MISSING_REC_SERIES,data_quality,Low,15,AP Catalog Uncoupling,State-level recommendation series unmapped,Recommended sheet Work_ID series does not map to sanctioned master series in source workbook; recommendation dates unlinked.
WS/MP18004/2025-2026/247288,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 477120.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹477,120.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18004/2025-2026/247288,DQ_MISSING_REC_SERIES,data_quality,Low,15,AP Catalog Uncoupling,State-level recommendation series unmapped,Recommended sheet Work_ID series does not map to sanctioned master series in source workbook; recommendation dates unlinked.
WS/MP18004/2025-2026/199338,TX_EARLY_STAGE_HIGH_EXP,transaction_pattern,Moderate,30,97.2% spent during 'Vendor Identification',>= 75% expenditure in preliminary status,"97.2% of sanctioned budget is represented by expenditure transactions (₹97,219.00) while project status remains officially in 'Vendor Identification'."
WS/MP18004/2025-2026/199338,LIFE_STATUS_DISCONNECT,lifecycle_execution,Moderate,25,"Status: Vendor Identification, Exp: 97.2%",Substantial financial execution prior to execution milestone,Complete or near-complete financial disbursement precedes formal physical execution milestones (Status: 'Vendor Identification').
WS/MP18004/2025-2026/199338,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 97219.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹97,219.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18004/2025-2026/199338,DQ_MISSING_REC_SERIES,data_quality,Low,15,AP Catalog Uncoupling,State-level recommendation series unmapped,Recommended sheet Work_ID series does not map to sanctioned master series in source workbook; recommendation dates unlinked.
WS/MP18001/2026-2027/275215,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 499885.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹499,885.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18001/2026-2027/275215,DQ_MISSING_REC_SERIES,data_quality,Low,15,AP Catalog Uncoupling,State-level recommendation series unmapped,Recommended sheet Work_ID series does not map to sanctioned master series in source workbook; recommendation dates unlinked.
WS/MP18001/2025-2026/255458,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 499671.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹499,671.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18001/2025-2026/255458,DQ_MISSING_REC_SERIES,data_quality,Low,15,AP Catalog Uncoupling,State-level recommendation series unmapped,Recommended sheet Work_ID series does not map to sanctioned master series in source workbook; recommendation dates unlinked.
WS/MP18001/2024-2025/163093,DQ_MISSING_REC_SERIES,data_quality,Low,15,AP Catalog Uncoupling,State-level recommendation series unmapped,Recommended sheet Work_ID series does not map to sanctioned master series in source workbook; recommendation dates unlinked.
WS/MP18001/2026-2027/269218,DQ_MISSING_REC_SERIES,data_quality,Low,15,AP Catalog Uncoupling,State-level recommendation series unmapped,Recommended sheet Work_ID series does not map to sanctioned master series in source workbook; recommendation dates unlinked.
WS/MP18001/2025-2026/242984,DQ_MISSING_REC_SERIES,data_quality,Low,15,AP Catalog Uncoupling,State-level recommendation series unmapped,Recommended sheet Work_ID series does not map to sanctioned master series in source workbook; recommendation dates unlinked.
WS/MP18001/2025-2026/231993,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 859213.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹859,213.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18001/2025-2026/231993,DQ_MISSING_REC_SERIES,data_quality,Low,15,AP Catalog Uncoupling,State-level recommendation series unmapped,Recommended sheet Work_ID series does not map to sanctioned master series in source workbook; recommendation dates unlinked.
WS/MP18001/2025-2026/242981,DQ_MISSING_REC_SERIES,data_quality,Low,15,AP Catalog Uncoupling,State-level recommendation series unmapped,Recommended sheet Work_ID series does not map to sanctioned master series in source workbook; recommendation dates unlinked.
WS/MP18001/2025-2026/231955,DQ_MISSING_REC_SERIES,data_quality,Low,15,AP Catalog Uncoupling,State-level recommendation series unmapped,Recommended sheet Work_ID series does not map to sanctioned master series in source workbook; recommendation dates unlinked.
WS/MP18005/2026-2027/273548,DQ_MISSING_REC_SERIES,data_quality,Low,15,AP Catalog Uncoupling,State-level recommendation series unmapped,Recommended sheet Work_ID series does not map to sanctioned master series in source workbook; recommendation dates unlinked.
WS/MP18005/2025-2026/206911,DQ_MISSING_REC_SERIES,data_quality,Low,15,AP Catalog Uncoupling,State-level recommendation series unmapped,Recommended sheet Work_ID series does not map to sanctioned master series in source workbook; recommendation dates unlinked.
WS/MP18005/2025-2026/213081,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 2924176.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹2,924,176.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18005/2025-2026/213081,DQ_MISSING_REC_SERIES,data_quality,Low,15,AP Catalog Uncoupling,State-level recommendation series unmapped,Recommended sheet Work_ID series does not map to sanctioned master series in source workbook; recommendation dates unlinked.
